produto;marca;loja;data;qtd;valor
lavadora;Samsung;Eldorado;2025-10-6;8;7706.26
notebook;Acer;Cidade São Paulo;2025-10-6;6;6010.21
celular;Motorola;Paulista;2025-10-6;32;3268.64
smart tv;Motorola;Paulista;2025-10-6;34;1471.23
smart tv;Hitachi;Eldorado;2025-10-6;6;6673.88
lavadora;Motorola;Cidade São Paulo;2025-10-6;46;3021.16
notebook;Samsung;Paulista;2025-10-6;46;3118.54
celular;Motorola;Cidade São Paulo;2025-10-6;15;7839.59
smart tv;Acer;Cidade São Paulo;2025-10-6;18;1123.42
celular;Hitachi;Eldorado;2025-10-6;35;5977.02
notebook;HP;Paulista;2025-10-6;49;4431.38
ar condicionado;Samsung;Cidade São Paulo;2025-10-6;4;1882.57
notebook;HP;Eldorado;2025-10-7;42;4773.28
celular;LG;Eldorado;2025-10-7;38;6629.93
ar condicionado;Midea;Cidade São Paulo;2025-10-7;30;2398.40
celular;LG;Paulista;2025-10-7;24;5024.88
ar condicionado;Acer;Cidade São Paulo;2025-10-7;31;4876.53
geladeira;LG;Eldorado;2025-10-7;24;2385.51
smart tv;Acer;Eldorado;2025-10-7;47;4487.09
celular;Samsung;Cidade São Paulo;2025-10-7;17;1268.40
smart tv;Hitachi;Paulista;2025-10-7;38;9980.19
ar condicionado;LG;Eldorado;2025-10-7;43;3255.21
ar condicionado;Motorola;Eldorado;2025-10-7;50;6639.10
smart tv;Hitachi;Paulista;2025-10-7;23;5471.35
notebook;HP;Cidade São Paulo;2025-10-7;7;7402.05
lavadora;LG;Paulista;2025-10-7;11;3929.98
smart tv;Motorola;Eldorado;2025-10-7;19;7339.51
ar condicionado;Samsung;Cidade São Paulo;2025-10-7;7;2950.25
smart tv;Acer;Eldorado;2025-10-7;47;4900.68
ar condicionado;Acer;Paulista;2025-10-7;43;8817.37
ar condicionado;Motorola;Eldorado;2025-10-7;25;9600.84
celular;Acer;Paulista;2025-10-7;3;5314.08
ar condicionado;Samsung;Cidade São Paulo;2025-10-8;29;6874.21
celular;Motorola;Cidade São Paulo;2025-10-8;30;1580.83
smart tv;Motorola;Eldorado;2025-10-8;18;5679.28
geladeira;Midea;Cidade São Paulo;2025-10-8;50;5066.73
geladeira;Samsung;Eldorado;2025-10-8;22;9014.89
geladeira;HP;Paulista;2025-10-8;47;6691.70
celular;Midea;Cidade São Paulo;2025-10-8;10;6122.61
lavadora;LG;Paulista;2025-10-8;28;7484.60
ar condicionado;Hitachi;Paulista;2025-10-8;40;3506.77
celular;Samsung;Paulista;2025-10-8;47;1221.45
notebook;Midea;Cidade São Paulo;2025-10-8;49;3030.03
geladeira;Motorola;Paulista;2025-10-8;48;8188.84
celular;Samsung;Cidade São Paulo;2025-10-8;35;4151.94
ar condicionado;Acer;Paulista;2025-10-8;3;9600.48
lavadora;LG;Eldorado;2025-10-8;15;5884.25
lavadora;Hitachi;Eldorado;2025-10-8;32;9708.06
smart tv;HP;Eldorado;2025-10-8;13;7079.99
lavadora;Motorola;Paulista;2025-10-8;24;7944.52
ar condicionado;HP;Cidade São Paulo;2025-10-8;24;4592.59
geladeira;Hitachi;Paulista;2025-10-8;24;8120.60
celular;Acer;Paulista;2025-10-9;7;6936.91
notebook;Acer;Paulista;2025-10-9;37;8669.32
smart tv;HP;Paulista;2025-10-9;9;2080.59
ar condicionado;Motorola;Cidade São Paulo;2025-10-9;3;9831.09
lavadora;Midea;Eldorado;2025-10-9;36;6754.30
lavadora;LG;Eldorado;2025-10-9;38;1157.43
celular;Hitachi;Cidade São Paulo;2025-10-9;30;3538.71
celular;Motorola;Eldorado;2025-10-9;45;4987.87
notebook;HP;Eldorado;2025-10-9;16;4578.75
notebook;LG;Eldorado;2025-10-9;11;5589.23
smart tv;Motorola;Cidade São Paulo;2025-10-9;6;9047.35
lavadora;Midea;Paulista;2025-10-9;18;3230.21
celular;Samsung;Eldorado;2025-10-9;5;1130.41
ar condicionado;Acer;Cidade São Paulo;2025-10-9;38;7706.77
geladeira;Samsung;Paulista;2025-10-9;6;4795.05
lavadora;Acer;Cidade São Paulo;2025-10-9;18;1943.80
lavadora;LG;Cidade São Paulo;2025-10-9;50;2991.80
geladeira;Acer;Eldorado;2025-10-9;21;6265.24
smart tv;Hitachi;Cidade São Paulo;2025-10-9;10;2831.74
smart tv;Hitachi;Paulista;2025-10-9;2;3213.95
notebook;Motorola;Cidade São Paulo;2025-10-10;23;1263.80
lavadora;Samsung;Cidade São Paulo;2025-10-10;48;5791.26
celular;Midea;Cidade São Paulo;2025-10-10;48;2979.32
smart tv;Samsung;Eldorado;2025-10-10;4;1266.79
ar condicionado;Acer;Cidade São Paulo;2025-10-10;23;9669.02
smart tv;Midea;Eldorado;2025-10-10;48;9802.89
lavadora;LG;Cidade São Paulo;2025-10-10;23;6027.47
geladeira;Motorola;Cidade São Paulo;2025-10-10;11;1917.67
notebook;HP;Cidade São Paulo;2025-10-10;2;4366.75
geladeira;Samsung;Eldorado;2025-10-10;20;5948.71
lavadora;HP;Eldorado;2025-10-10;24;7805.90
geladeira;LG;Eldorado;2025-10-10;43;4437.90
smart tv;Acer;Eldorado;2025-10-10;14;5556.74
smart tv;Motorola;Cidade São Paulo;2025-10-10;38;5647.97
ar condicionado;Hitachi;Paulista;2025-10-10;39;5376.33
lavadora;HP;Eldorado;2025-10-10;35;1359.05
notebook;Hitachi;Eldorado;2025-10-10;18;4612.38
geladeira;Motorola;Paulista;2025-10-10;19;7304.87
notebook;Midea;Cidade São Paulo;2025-10-10;43;7543.43
smart tv;LG;Cidade São Paulo;2025-10-10;20;7479.76
lavadora;Motorola;Eldorado;2025-10-11;19;3732.13
smart tv;Hitachi;Paulista;2025-10-11;50;6371.42
ar condicionado;LG;Eldorado;2025-10-11;41;2977.00
smart tv;Motorola;Paulista;2025-10-11;33;9244.06
notebook;LG;Cidade São Paulo;2025-10-11;25;3329.17
lavadora;LG;Eldorado;2025-10-11;31;7054.26
celular;Acer;Eldorado;2025-10-11;34;2385.26
lavadora;Motorola;Eldorado;2025-10-11;34;3189.67
smart tv;LG;Eldorado;2025-10-11;19;1099.97
geladeira;Hitachi;Paulista;2025-10-11;36;3841.50
smart tv;Acer;Paulista;2025-10-11;27;1025.08
ar condicionado;Hitachi;Paulista;2025-10-11;33;5771.11
ar condicionado;Hitachi;Eldorado;2025-10-11;23;2792.98
smart tv;HP;Paulista;2025-10-11;22;9056.24
geladeira;Samsung;Cidade São Paulo;2025-10-11;5;1611.08
celular;Motorola;Cidade São Paulo;2025-10-11;13;6732.32
notebook;Acer;Cidade São Paulo;2025-10-11;14;6883.88
lavadora;Motorola;Eldorado;2025-10-11;12;1229.04
geladeira;Acer;Cidade São Paulo;2025-10-11;6;2317.89
lavadora;Samsung;Eldorado;2025-10-11;31;3559.82
smart tv;Midea;Cidade São Paulo;2025-10-12;15;5045.14
geladeira;HP;Eldorado;2025-10-12;39;3535.84
celular;HP;Paulista;2025-10-12;32;6033.03
geladeira;Midea;Paulista;2025-10-12;39;1084.45
geladeira;Midea;Paulista;2025-10-12;3;5593.00
celular;Samsung;Paulista;2025-10-12;41;5627.12
lavadora;Hitachi;Eldorado;2025-10-12;39;7576.38
geladeira;HP;Cidade São Paulo;2025-10-12;50;9511.14
ar condicionado;Acer;Cidade São Paulo;2025-10-12;25;3855.58
geladeira;HP;Eldorado;2025-10-12;28;4710.01
notebook;Hitachi;Eldorado;2025-10-12;16;2397.94
ar condicionado;Hitachi;Eldorado;2025-10-12;21;9895.80
smart tv;Samsung;Cidade São Paulo;2025-10-12;50;1523.58
celular;Acer;Eldorado;2025-10-12;12;5063.24
ar condicionado;Hitachi;Paulista;2025-10-12;20;4861.57
geladeira;Midea;Paulista;2025-10-12;18;3976.70
lavadora;LG;Cidade São Paulo;2025-10-12;29;6949.54
smart tv;Motorola;Cidade São Paulo;2025-10-12;13;5996.68
geladeira;Motorola;Eldorado;2025-10-12;43;3931.36
geladeira;Hitachi;Cidade São Paulo;2025-10-12;21;8208.41
geladeira;Hitachi;Cidade São Paulo;2025-10-13;15;2087.41
smart tv;LG;Paulista;2025-10-13;19;7098.40
ar condicionado;HP;Eldorado;2025-10-13;36;6031.05
celular;LG;Eldorado;2025-10-13;50;9478.98
notebook;HP;Eldorado;2025-10-13;39;3967.42
lavadora;Motorola;Cidade São Paulo;2025-10-13;17;2482.59
smart tv;Midea;Paulista;2025-10-13;26;8767.16
notebook;Motorola;Eldorado;2025-10-13;28;7520.54
notebook;Hitachi;Cidade São Paulo;2025-10-13;12;2597.53
geladeira;Samsung;Cidade São Paulo;2025-10-13;39;5587.54
geladeira;HP;Paulista;2025-10-13;30;7610.13
celular;Midea;Paulista;2025-10-13;12;2832.22
smart tv;Motorola;Cidade São Paulo;2025-10-13;15;3952.99
smart tv;LG;Cidade São Paulo;2025-10-13;47;1754.73
celular;Acer;Eldorado;2025-10-13;43;7978.91
lavadora;Motorola;Cidade São Paulo;2025-10-13;42;5485.79
celular;Hitachi;Cidade São Paulo;2025-10-13;21;7051.22
smart tv;LG;Eldorado;2025-10-13;7;4016.51
celular;HP;Eldorado;2025-10-13;41;8975.18
smart tv;Samsung;Paulista;2025-10-13;31;8701.64
notebook;Samsung;Cidade São Paulo;2025-10-14;8;2531.65
ar condicionado;Motorola;Eldorado;2025-10-14;46;2445.28
notebook;Hitachi;Eldorado;2025-10-14;15;3838.70
geladeira;Midea;Paulista;2025-10-14;45;6767.89
ar condicionado;HP;Eldorado;2025-10-14;49;3450.41
celular;LG;Eldorado;2025-10-14;12;3433.28
celular;Hitachi;Eldorado;2025-10-14;48;7270.66
notebook;Acer;Eldorado;2025-10-14;11;3403.54
lavadora;Motorola;Paulista;2025-10-14;6;5872.44
smart tv;Midea;Paulista;2025-10-14;35;2915.61
ar condicionado;Acer;Paulista;2025-10-14;22;1625.87
celular;Acer;Paulista;2025-10-14;26;9875.39
lavadora;HP;Paulista;2025-10-14;18;9390.33
smart tv;Midea;Cidade São Paulo;2025-10-14;48;6932.90
geladeira;HP;Paulista;2025-10-14;2;6158.10
ar condicionado;Motorola;Eldorado;2025-10-14;19;2513.70
ar condicionado;Hitachi;Eldorado;2025-10-14;6;3478.27
smart tv;LG;Paulista;2025-10-14;45;1383.24
lavadora;Samsung;Eldorado;2025-10-14;33;7775.79
geladeira;LG;Cidade São Paulo;2025-10-14;50;1153.04
celular;HP;Paulista;2025-10-15;36;1067.79
notebook;Motorola;Eldorado;2025-10-15;17;6202.51
geladeira;Acer;Eldorado;2025-10-15;38;6242.45
ar condicionado;Hitachi;Paulista;2025-10-15;16;2284.83
lavadora;LG;Cidade São Paulo;2025-10-15;13;5976.87
lavadora;HP;Eldorado;2025-10-15;42;2735.38
lavadora;LG;Cidade São Paulo;2025-10-15;35;1107.17
lavadora;Motorola;Cidade São Paulo;2025-10-15;39;6451.00
notebook;Midea;Paulista;2025-10-15;45;7172.82
geladeira;Acer;Paulista;2025-10-15;27;1043.03
geladeira;Samsung;Paulista;2025-10-15;20;5873.86
lavadora;Acer;Cidade São Paulo;2025-10-15;3;3765.02
smart tv;Motorola;Paulista;2025-10-15;50;9017.03
notebook;Hitachi;Eldorado;2025-10-15;23;1847.71
ar condicionado;Midea;Paulista;2025-10-15;39;6590.24
celular;LG;Paulista;2025-10-15;24;9063.62
lavadora;Samsung;Cidade São Paulo;2025-10-15;3;9027.60
notebook;Motorola;Cidade São Paulo;2025-10-15;4;3685.85
geladeira;Hitachi;Paulista;2025-10-15;36;2090.13
smart tv;Samsung;Cidade São Paulo;2025-10-15;19;5124.09
lavadora;Acer;Eldorado;2025-10-16;40;1093.04
celular;LG;Cidade São Paulo;2025-10-16;3;9309.45
ar condicionado;Hitachi;Cidade São Paulo;2025-10-16;9;6795.64
lavadora;Samsung;Paulista;2025-10-16;32;3975.21
lavadora;Hitachi;Cidade São Paulo;2025-10-16;46;8677.50
ar condicionado;LG;Paulista;2025-10-16;47;9791.47
notebook;HP;Cidade São Paulo;2025-10-16;2;3198.31
notebook;Samsung;Paulista;2025-10-16;40;5836.32
celular;LG;Cidade São Paulo;2025-10-16;12;1381.36
lavadora;Acer;Eldorado;2025-10-16;19;5930.53
notebook;LG;Paulista;2025-10-16;33;1981.81
smart tv;Hitachi;Paulista;2025-10-16;33;4032.10
notebook;HP;Paulista;2025-10-16;37;7165.13
celular;LG;Eldorado;2025-10-16;10;1110.32
celular;Samsung;Cidade São Paulo;2025-10-16;42;5331.10
lavadora;Motorola;Cidade São Paulo;2025-10-16;7;7224.10
smart tv;Samsung;Paulista;2025-10-16;47;3465.27
smart tv;Motorola;Eldorado;2025-10-16;3;4168.39
ar condicionado;Acer;Cidade São Paulo;2025-10-16;7;7572.04
smart tv;Motorola;Eldorado;2025-10-16;35;9392.38
ar condicionado;Hitachi;Paulista;2025-10-17;1;5471.95
ar condicionado;Samsung;Paulista;2025-10-17;25;3081.12
geladeira;Acer;Paulista;2025-10-17;47;4790.09
lavadora;Midea;Cidade São Paulo;2025-10-17;4;7878.39
geladeira;Midea;Eldorado;2025-10-17;28;9975.79
ar condicionado;HP;Eldorado;2025-10-17;25;7581.71
lavadora;HP;Eldorado;2025-10-17;36;1762.04
geladeira;Acer;Cidade São Paulo;2025-10-17;42;3163.31
celular;HP;Paulista;2025-10-17;19;9300.86
ar condicionado;LG;Cidade São Paulo;2025-10-17;18;4248.91
notebook;Midea;Paulista;2025-10-17;4;1299.57
smart tv;HP;Eldorado;2025-10-17;36;8318.66
smart tv;Hitachi;Cidade São Paulo;2025-10-17;27;7706.10
smart tv;Midea;Paulista;2025-10-17;3;9383.57
celular;HP;Eldorado;2025-10-17;17;5408.85
notebook;HP;Eldorado;2025-10-17;32;4839.51
celular;Samsung;Paulista;2025-10-17;41;3757.68
lavadora;Motorola;Cidade São Paulo;2025-10-17;27;3872.30
lavadora;Samsung;Eldorado;2025-10-17;29;1950.90
ar condicionado;LG;Eldorado;2025-10-17;12;7637.10
lavadora;HP;Eldorado;2025-10-18;33;6382.97
lavadora;Acer;Cidade São Paulo;2025-10-18;34;5767.20
geladeira;Motorola;Cidade São Paulo;2025-10-18;23;5986.80
ar condicionado;Midea;Cidade São Paulo;2025-10-18;24;2286.17
ar condicionado;HP;Paulista;2025-10-18;19;7070.45
notebook;Midea;Eldorado;2025-10-18;23;6512.09
geladeira;LG;Paulista;2025-10-18;37;3145.38
smart tv;LG;Cidade São Paulo;2025-10-18;13;7211.70
geladeira;Acer;Cidade São Paulo;2025-10-18;10;3407.88
ar condicionado;Motorola;Eldorado;2025-10-18;37;9453.99
ar condicionado;Samsung;Cidade São Paulo;2025-10-18;36;1857.01
notebook;Midea;Eldorado;2025-10-18;7;3457.05
smart tv;Acer;Cidade São Paulo;2025-10-18;33;1631.10
lavadora;Hitachi;Paulista;2025-10-18;19;1451.56
lavadora;Midea;Paulista;2025-10-18;1;4605.44
smart tv;Samsung;Eldorado;2025-10-18;42;6809.17
notebook;Hitachi;Paulista;2025-10-18;40;6212.25
smart tv;LG;Eldorado;2025-10-18;43;9222.80
geladeira;Samsung;Eldorado;2025-10-18;6;2959.70
notebook;Hitachi;Paulista;2025-10-18;4;3459.15
geladeira;Acer;Paulista;2025-10-19;33;2780.78
notebook;Hitachi;Paulista;2025-10-19;49;2601.87
notebook;HP;Cidade São Paulo;2025-10-19;38;7152.09
celular;HP;Paulista;2025-10-19;25;7786.93
ar condicionado;HP;Cidade São Paulo;2025-10-19;46;8289.94
ar condicionado;HP;Cidade São Paulo;2025-10-19;39;3376.49
notebook;HP;Paulista;2025-10-19;19;5636.45
geladeira;Motorola;Cidade São Paulo;2025-10-19;24;2036.89
smart tv;Motorola;Eldorado;2025-10-19;41;6281.84
notebook;Acer;Paulista;2025-10-19;31;4376.77
smart tv;Acer;Eldorado;2025-10-19;19;5716.41
ar condicionado;Acer;Eldorado;2025-10-19;40;2671.56
lavadora;LG;Cidade São Paulo;2025-10-19;39;6393.16
lavadora;HP;Cidade São Paulo;2025-10-19;7;5421.81
celular;HP;Eldorado;2025-10-19;34;9375.01
smart tv;Samsung;Cidade São Paulo;2025-10-19;38;1779.60
notebook;LG;Cidade São Paulo;2025-10-19;42;6771.19
smart tv;Hitachi;Paulista;2025-10-19;7;5024.02
notebook;Midea;Cidade São Paulo;2025-10-19;31;7451.71
lavadora;Midea;Paulista;2025-10-19;17;7080.46
geladeira;HP;Cidade São Paulo;2025-10-20;11;2115.76
notebook;Hitachi;Eldorado;2025-10-20;2;7656.07
ar condicionado;Midea;Paulista;2025-10-20;15;1599.08
ar condicionado;LG;Paulista;2025-10-20;9;4191.81
lavadora;Acer;Eldorado;2025-10-20;10;1238.84
notebook;Motorola;Eldorado;2025-10-20;12;4611.55
ar condicionado;HP;Cidade São Paulo;2025-10-20;26;5825.85
geladeira;Hitachi;Eldorado;2025-10-20;2;1853.03
ar condicionado;HP;Cidade São Paulo;2025-10-20;20;1932.64
smart tv;Motorola;Cidade São Paulo;2025-10-20;7;1273.76
notebook;LG;Eldorado;2025-10-20;21;9832.37
geladeira;HP;Cidade São Paulo;2025-10-20;47;1717.74
ar condicionado;Acer;Eldorado;2025-10-20;48;1453.63
notebook;Hitachi;Cidade São Paulo;2025-10-20;30;8681.23
celular;HP;Eldorado;2025-10-20;33;1041.19
smart tv;Motorola;Eldorado;2025-10-20;23;3510.67
notebook;Hitachi;Cidade São Paulo;2025-10-20;1;7416.32
notebook;Acer;Paulista;2025-10-20;7;3884.75
ar condicionado;Motorola;Cidade São Paulo;2025-10-20;6;6756.76
geladeira;HP;Paulista;2025-10-20;38;3386.88
smart tv;Hitachi;Eldorado;2025-10-21;41;3819.73
lavadora;Samsung;Eldorado;2025-10-21;7;1811.66
celular;Midea;Paulista;2025-10-21;19;2767.75
smart tv;Motorola;Paulista;2025-10-21;45;8621.37
notebook;Hitachi;Eldorado;2025-10-21;10;2418.07
notebook;Motorola;Paulista;2025-10-21;14;2611.84
notebook;LG;Eldorado;2025-10-21;8;6590.12
geladeira;HP;Eldorado;2025-10-21;12;6497.18
celular;Samsung;Paulista;2025-10-21;19;4742.18
celular;Samsung;Eldorado;2025-10-21;15;5268.37
smart tv;Samsung;Eldorado;2025-10-21;21;4513.34
ar condicionado;LG;Paulista;2025-10-21;38;8311.85
notebook;LG;Paulista;2025-10-21;9;6115.42
ar condicionado;Motorola;Eldorado;2025-10-21;2;6896.56
notebook;Acer;Eldorado;2025-10-21;9;5804.49
lavadora;LG;Cidade São Paulo;2025-10-21;36;2660.64
notebook;Samsung;Eldorado;2025-10-21;35;9778.53
lavadora;Acer;Paulista;2025-10-21;18;2585.87
geladeira;Midea;Paulista;2025-10-21;5;2583.77
geladeira;Midea;Eldorado;2025-10-21;40;1594.93
celular;Hitachi;Cidade São Paulo;2025-10-22;9;1662.29
celular;Midea;Cidade São Paulo;2025-10-22;45;8287.79
geladeira;HP;Cidade São Paulo;2025-10-22;8;2648.13
ar condicionado;Samsung;Eldorado;2025-10-22;44;8066.06
smart tv;Motorola;Eldorado;2025-10-22;2;8868.81
lavadora;Acer;Paulista;2025-10-22;37;2871.98
ar condicionado;Motorola;Paulista;2025-10-22;13;8720.78
smart tv;Acer;Paulista;2025-10-22;39;2838.31
notebook;Samsung;Paulista;2025-10-22;7;8652.86
notebook;HP;Eldorado;2025-10-22;15;6629.39
ar condicionado;Samsung;Eldorado;2025-10-22;47;3833.39
lavadora;Acer;Paulista;2025-10-22;4;4853.44
celular;Motorola;Paulista;2025-10-22;31;9357.47
lavadora;Midea;Paulista;2025-10-22;40;3196.00
celular;Samsung;Paulista;2025-10-22;14;3569.17
notebook;LG;Eldorado;2025-10-22;8;3401.61
smart tv;LG;Cidade São Paulo;2025-10-22;47;2043.14
geladeira;Hitachi;Eldorado;2025-10-22;45;8355.08
celular;LG;Paulista;2025-10-22;6;8132.69
lavadora;HP;Paulista;2025-10-22;46;7919.78
notebook;Motorola;Paulista;2025-10-23;3;1251.73
ar condicionado;Hitachi;Paulista;2025-10-23;45;1990.08
geladeira;Midea;Eldorado;2025-10-23;45;1648.39
ar condicionado;Samsung;Paulista;2025-10-23;45;8402.35
notebook;HP;Eldorado;2025-10-23;49;4860.70
geladeira;Acer;Cidade São Paulo;2025-10-23;35;2829.86
notebook;Hitachi;Cidade São Paulo;2025-10-23;10;4539.63
notebook;HP;Eldorado;2025-10-23;4;3251.38
smart tv;Hitachi;Paulista;2025-10-23;37;8982.49
lavadora;Midea;Paulista;2025-10-23;36;8071.37
geladeira;LG;Paulista;2025-10-23;33;4934.61
smart tv;Motorola;Cidade São Paulo;2025-10-23;14;3682.11
smart tv;HP;Cidade São Paulo;2025-10-23;10;9685.02
smart tv;HP;Paulista;2025-10-23;18;3720.21
lavadora;Samsung;Cidade São Paulo;2025-10-23;16;9176.11
geladeira;LG;Paulista;2025-10-23;39;2076.99
geladeira;Acer;Eldorado;2025-10-23;49;1732.63
smart tv;Motorola;Eldorado;2025-10-23;27;2255.30
geladeira;LG;Paulista;2025-10-23;21;9426.34
ar condicionado;Midea;Cidade São Paulo;2025-10-23;31;9389.00
ar condicionado;HP;Cidade São Paulo;2025-10-24;25;1728.83
lavadora;Motorola;Eldorado;2025-10-24;22;8644.94
geladeira;LG;Cidade São Paulo;2025-10-24;43;1146.24
ar condicionado;LG;Cidade São Paulo;2025-10-24;26;5023.03
geladeira;Midea;Cidade São Paulo;2025-10-24;16;3299.29
geladeira;LG;Cidade São Paulo;2025-10-24;43;5551.96
ar condicionado;Hitachi;Eldorado;2025-10-24;30;6417.11
ar condicionado;Midea;Eldorado;2025-10-24;33;3273.20
smart tv;Acer;Eldorado;2025-10-24;35;5255.32
celular;LG;Eldorado;2025-10-24;15;1722.97
geladeira;Hitachi;Cidade São Paulo;2025-10-24;23;4330.75
notebook;Samsung;Cidade São Paulo;2025-10-24;33;1917.30
notebook;Motorola;Eldorado;2025-10-24;46;1035.25
geladeira;Midea;Cidade São Paulo;2025-10-24;25;5284.30
lavadora;Samsung;Cidade São Paulo;2025-10-24;36;9226.67
lavadora;Acer;Cidade São Paulo;2025-10-24;5;3518.55
ar condicionado;LG;Paulista;2025-10-24;12;3444.31
notebook;LG;Cidade São Paulo;2025-10-24;32;1414.29
ar condicionado;Samsung;Paulista;2025-10-24;5;3157.15
smart tv;Hitachi;Eldorado;2025-10-24;30;9717.84
smart tv;Samsung;Eldorado;2025-10-25;4;1100.15
smart tv;Motorola;Cidade São Paulo;2025-10-25;15;8489.62
geladeira;Motorola;Eldorado;2025-10-25;27;1717.67
smart tv;LG;Eldorado;2025-10-25;45;1795.42
smart tv;HP;Paulista;2025-10-25;16;8302.98
ar condicionado;LG;Paulista;2025-10-25;4;2293.15
geladeira;Motorola;Eldorado;2025-10-25;9;9969.72
geladeira;Hitachi;Paulista;2025-10-25;38;7331.18
ar condicionado;Midea;Eldorado;2025-10-25;23;2625.00
lavadora;LG;Paulista;2025-10-25;19;7012.56
lavadora;Motorola;Eldorado;2025-10-25;5;7080.66
geladeira;Motorola;Paulista;2025-10-25;9;6311.66
celular;Midea;Paulista;2025-10-25;12;5644.60
geladeira;Acer;Paulista;2025-10-25;21;6243.08
lavadora;Hitachi;Cidade São Paulo;2025-10-25;46;4256.82
smart tv;HP;Eldorado;2025-10-25;36;2849.10
geladeira;Hitachi;Eldorado;2025-10-25;25;3827.77
smart tv;HP;Cidade São Paulo;2025-10-25;49;1099.34
geladeira;LG;Paulista;2025-10-25;19;5153.42
geladeira;Samsung;Eldorado;2025-10-25;38;6635.13
lavadora;Acer;Cidade São Paulo;2025-10-26;9;1709.68
geladeira;LG;Paulista;2025-10-26;28;3097.30
celular;Acer;Paulista;2025-10-26;46;1384.51
lavadora;Motorola;Paulista;2025-10-26;34;6002.09
lavadora;Motorola;Cidade São Paulo;2025-10-26;1;6490.01
celular;Samsung;Cidade São Paulo;2025-10-26;13;7911.07
notebook;LG;Eldorado;2025-10-26;30;7211.82
lavadora;Motorola;Eldorado;2025-10-26;33;4282.18
smart tv;Samsung;Paulista;2025-10-26;49;3279.44
celular;Acer;Cidade São Paulo;2025-10-26;32;5583.69
celular;Samsung;Paulista;2025-10-26;4;8126.12
ar condicionado;Acer;Cidade São Paulo;2025-10-26;28;2482.97
geladeira;HP;Paulista;2025-10-26;6;2959.57
smart tv;Motorola;Paulista;2025-10-26;4;4029.46
geladeira;LG;Cidade São Paulo;2025-10-26;10;5343.72
celular;Midea;Paulista;2025-10-26;34;6246.93
geladeira;HP;Cidade São Paulo;2025-10-26;31;1601.18
smart tv;Midea;Paulista;2025-10-26;11;6421.90
lavadora;Midea;Eldorado;2025-10-26;34;9994.89
lavadora;Hitachi;Cidade São Paulo;2025-10-26;4;4425.79
smart tv;Motorola;Paulista;2025-10-27;19;1394.94
smart tv;Motorola;Paulista;2025-10-27;19;9057.63
geladeira;Acer;Eldorado;2025-10-27;27;6833.68
notebook;Hitachi;Eldorado;2025-10-27;1;4052.79
ar condicionado;Motorola;Eldorado;2025-10-27;44;8492.72
smart tv;Midea;Paulista;2025-10-27;2;4755.20
notebook;Acer;Eldorado;2025-10-27;48;1849.85
celular;LG;Paulista;2025-10-27;24;7579.55
notebook;Acer;Paulista;2025-10-27;21;6595.88
celular;Hitachi;Eldorado;2025-10-27;42;4286.01
notebook;Midea;Cidade São Paulo;2025-10-27;16;7982.64
notebook;LG;Eldorado;2025-10-27;8;3489.21
ar condicionado;Hitachi;Paulista;2025-10-27;41;1996.01
notebook;Motorola;Cidade São Paulo;2025-10-27;30;2689.99
notebook;Samsung;Eldorado;2025-10-27;39;1707.83
smart tv;Motorola;Paulista;2025-10-27;7;7456.10
smart tv;Motorola;Paulista;2025-10-27;10;8765.08
geladeira;Samsung;Cidade São Paulo;2025-10-27;30;6865.15
smart tv;Acer;Eldorado;2025-10-27;13;6058.75
notebook;LG;Paulista;2025-10-27;7;7711.09
notebook;LG;Cidade São Paulo;2025-10-28;5;8117.19
notebook;Midea;Paulista;2025-10-28;22;8258.73
smart tv;HP;Paulista;2025-10-28;44;1449.55
smart tv;HP;Cidade São Paulo;2025-10-28;39;6809.46
notebook;Samsung;Cidade São Paulo;2025-10-28;11;5351.41
ar condicionado;Samsung;Paulista;2025-10-28;24;3269.18
celular;Acer;Eldorado;2025-10-28;8;3108.33
smart tv;Hitachi;Cidade São Paulo;2025-10-28;34;7084.88
celular;Samsung;Cidade São Paulo;2025-10-28;12;3106.48
ar condicionado;Motorola;Eldorado;2025-10-28;7;2247.21
notebook;Hitachi;Cidade São Paulo;2025-10-28;9;5369.67
smart tv;Acer;Eldorado;2025-10-28;48;5854.19
celular;Acer;Cidade São Paulo;2025-10-28;25;9004.50
notebook;LG;Cidade São Paulo;2025-10-28;4;7795.77
celular;Samsung;Eldorado;2025-10-28;8;7596.21
geladeira;Acer;Cidade São Paulo;2025-10-28;10;7710.49
celular;Midea;Cidade São Paulo;2025-10-28;10;8944.45
smart tv;Hitachi;Paulista;2025-10-28;23;6403.43
lavadora;Acer;Paulista;2025-10-28;31;8504.92
geladeira;HP;Cidade São Paulo;2025-10-28;49;8392.83
smart tv;Acer;Paulista;2025-10-29;41;2862.33
lavadora;Samsung;Cidade São Paulo;2025-10-29;46;7391.00
ar condicionado;LG;Eldorado;2025-10-29;15;7905.91
notebook;Midea;Cidade São Paulo;2025-10-29;5;8447.56
smart tv;Samsung;Paulista;2025-10-29;3;7810.33
lavadora;Acer;Paulista;2025-10-29;43;6332.47
ar condicionado;Samsung;Eldorado;2025-10-29;18;7917.15
lavadora;Motorola;Cidade São Paulo;2025-10-29;32;2868.03
geladeira;Acer;Cidade São Paulo;2025-10-29;15;2249.09
ar condicionado;HP;Cidade São Paulo;2025-10-29;14;9702.97
notebook;HP;Eldorado;2025-10-29;11;3151.81
